sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads
TR_Ank_Yes_1_2015-05-01,TR_Yes_15_3,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,5,5,2015,121,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439113,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-06-01,TR_Yes_15_4,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,6,6,2015,152,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439111,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-07-28,TR_Yes_15_5,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2015,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439110,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-08-27,TR_Yes_15_6,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2015,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439109,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-09-17,TR_Yes_15_7,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,17,17,9,9,2015,260,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439108,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-10-15,TR_Yes_15_8,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,15,15,10,10,2015,288,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439107,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-05-26,TR_Yes_16_39,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,5,5,2016,147,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494467,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-06-25,TR_Yes_16_40,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2016,177,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494465,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-07-27,TR_Yes_16_41,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,7,7,2016,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494464,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-08-24,TR_Yes_16_42,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,24,24,8,8,2016,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494463,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-09-27,TR_Yes_16_43,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2016,271,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494468,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-10-13,TR_Yes_16_52,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2016,287,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494423,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2017-06-07,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,7,7,6,6,2017,158,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-19,FALSE,6.6,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-06-30,NA,TR_Ank_Yes,40.231445,32.260329,Asia,Turkey,Yesiloz,Ankara,30,30,6,6,2017,181,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-20,FALSE,8.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2017-07-29,NA,TR_Ank_Yes,40.231446,32.26033,Asia,Turkey,Yesiloz,Ankara,29,29,7,7,2017,210,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,37,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-21,FALSE,6.1,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-08-30,NA,TR_Ank_Yes,40.231447,32.260331,Asia,Turkey,Yesiloz,Ankara,30,30,8,8,2017,242,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-22,FALSE,6.1,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-09-26,NA,TR_Ank_Yes,40.231448,32.260332,Asia,Turkey,Yesiloz,Ankara,26,26,9,9,2017,269,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-23,FALSE,5.9,Fail,DIN,Pass,NA
TR_Ank_Yes_1_2017-10-13,NA,TR_Ank_Yes,40.231449,32.260333,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2017,286,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-24,FALSE,7.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-05-19,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,19,19,5,5,2018,139,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-25,FALSE,6.4,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2018-06-25,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2018,176,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-26,FALSE,7.4,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-07-28,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2018,209,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-27,FALSE,6.8,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2018-08-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2018,239,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-28,FALSE,7.1,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-09-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2018,270,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-29,FALSE,7.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-10-12,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,12,12,10,10,2018,285,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-30,FALSE,6.6,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2019-06-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,6,6,2019,177,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-31,FALSE,6.6,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2019-07-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,7,7,2019,207,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-32,TRUE,4.2,Fail,DIN,No sequencing,NA
TR_Ank_Yes_1_2019-08-14,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,14,14,8,8,2019,226,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-33,FALSE,5.1,Fail,DIN,Pass,NA
TR_Ank_Yes_1_2019-09-17,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,17,17,9,9,2019,260,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-34,FALSE,5.3,Fail,DIN,Pass,NA
TR_Ank_Yes_1_2019-10-10,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,10,10,10,10,2019,283,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-35,FALSE,6.8,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2020-05-21,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,21,21,5,5,2020,142,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-36,FALSE,7.8,Pass,NA,Pass,NA
TR_Ank_Yes_1_2020-06-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,6,6,2020,178,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-37,FALSE,7,Pass,NA,Pass,NA
TR_Ank_Yes_1_2020-07-13,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,13,13,7,7,2020,195,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-38,FALSE,7,Pass,NA,Pass,NA
TR_Ank_Yes_1_2020-08-18,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,18,18,8,8,2020,231,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-39,FALSE,7.6,Pass,NA,Pass,NA
TR_Ank_Yes_1_2020-09-16,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,16,16,9,9,2020,260,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-40,FALSE,6.5,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2020-10-14,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,14,14,10,10,2020,288,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-41,FALSE,4.9,Fail,DIN,Pass,69588304
TR_Ank_Yes_1_2021-05-19,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,19,19,5,5,2021,139,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-42,FALSE,6.2,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2021-06-25,NA,TR_Ank_Yes,40.231445,32.260329,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2021,176,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-43,FALSE,5.9,Fail,DIN,Pass,NA
TR_Ank_Yes_1_2021-07-27,NA,TR_Ank_Yes,40.231446,32.26033,Asia,Turkey,Yesiloz,Ankara,27,27,7,7,2021,208,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-44,FALSE,7,Pass,NA,Pass,NA
TR_Ank_Yes_1_2021-08-19,NA,TR_Ank_Yes,40.231447,32.260331,Asia,Turkey,Yesiloz,Ankara,19,19,8,8,2021,231,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-45,FALSE,6.3,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2021-09-20,NA,TR_Ank_Yes,40.231448,32.260332,Asia,Turkey,Yesiloz,Ankara,20,20,9,9,2021,263,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-46,FALSE,6.4,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2021-10-16,NA,TR_Ank_Yes,40.231449,32.260333,Asia,Turkey,Yesiloz,Ankara,16,16,10,10,2021,289,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-47,FALSE,6.8,Hold,DIN,Pass,NA
UA_Che_Dmy_1_2021-07-17,NA,UA_Che_Dmy,48.788833,30.279833,Europe,Ukraine,Dmytrushky,Cherkasy,17,17,7,7,2021,198,TRUE,NA,BR-1,TR-1,NA,NA,Cherries,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-72,FALSE,5.8,Fail,DIN,Pass,NA
UA_Che_Kan_1_2016-07-08,UA_Kan_16_57,UA_Che_Kan,49.72,31.53,Europe,Ukraine,Kaniv,Cherkasy,8,8,7,7,2016,190,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozerestka,SRR8494448,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Pyr_1_2016-08-23,UA_Pyr_16_49,UA_Che_Pyr,50.53752,32.51880556,Europe,Ukraine,Pyriatyn,Chernihiv,23,23,8,8,2016,236,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozerestka,SRR8494424,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Uma_1_2014-10-01,UA_Uma_14_50,UA_Che_Uma,48.75327778,30.20580556,Europe,Ukraine,Uman,Cherkasy,1,1,10,10,2014,274,TRUE,fall,BR-1,TR-1,NA,Uman 1,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Svitlana_Serga,SRR5647740,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Uma_1_2015-09-26,UA_Uma_15_9,UA_Che_Uma,48.75327778,30.20580556,Europe,Ukraine,Uman,Cherkasy,26,26,9,9,2015,269,TRUE,fall,BR-1,TR-1,NA,Uman 1,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Svitlana_Serga,SRR8439117,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Uma_1_2016-09-11,UA_Uma_16_51,UA_Che_Uma,48.76,30.17,Europe,Ukraine,Uman,Cherkasy,11,11,9,9,2016,255,TRUE,fall,BR-1,TR-1,NA,Uman K,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Svitlana_Serga,SRR8494422,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Uma_1_2016-09-17,UA_Uma_16_50,UA_Che_Uma,48.75,30.2,Europe,Ukraine,Uman,Cherkasy,17,17,9,9,2016,261,TRUE,fall,BR-1,TR-1,NA,Uman K,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Svitlana_Serga,SRR8494425,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Uma_1_2017-09-16,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,16,16,9,9,2017,259,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-221,FALSE,5.4,Fail,DIN,Pass,NA
UA_Che_Uma_1_2017-10-07,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,7,7,10,10,2017,280,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-220,FALSE,6.4,Hold,DIN,Pass,62108248
UA_Che_Uma_1_2018-09-21,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,21,22,9,9,2018,264,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-153,FALSE,6.5,Hold,DIN,Pass,74707280
UA_Che_Uma_1_2019-08-13,NA,UA_Che_Uma,48.769055,30.173227,Europe,Ukraine,Uman,Cherkasy,13,13,8,8,2019,225,TRUE,NA,BR-1,TR-1,NA,K,Apples & grapes,1,36,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-184,FALSE,7,Pass,NA,Pass,NA
UA_Che_Uma_1_2019-10-14,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,14,14,10,10,2019,287,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-143,FALSE,6.1,Hold,DIN,Fail,79430998
UA_Che_Uma_1_2019-10-20,NA,UA_Che_Uma,48.769055,30.173227,Europe,Ukraine,Uman,Cherkasy,20,20,10,10,2019,293,TRUE,NA,BR-1,TR-1,NA,K,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-140,FALSE,6.1,Hold,DIN,Fail,80749608
UA_Che_Uma_1_2020-08-19,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,19,19,8,8,2020,232,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-128,FALSE,7,Pass,NA,Pass,64820534
UA_Che_Uma_1_2020-09-27,NA,UA_Che_Uma,48.76224,30.244566,Europe,Ukraine,Uman,Cherkasy,27,27,9,9,2020,271,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-130,FALSE,5.5,Fail,DIN,Fail,60955840
UA_Che_Uma_1_2021-09-19,NA,UA_Che_Uma,48.769055,30.173227,Europe,Ukraine,Uman,Cherkasy,18,19,9,9,2021,262,FALSE,NA,BR-1,TR-1,NA,K,apples; pears; beer,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-65,FALSE,6,Hold,DIN,Pass,NA
UA_Che_Var_1_2014-08-18,UA_Var_14_25,UA_Che_Var,50.48469444,32.71425,Europe,Ukraine,Varva,Chernihiv,18,18,8,8,2014,230,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Oleksandra_Protsenko,SRR5647738,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Var_1_2015-08-25,UA_Var_15_18,UA_Che_Var,50.48469444,32.71425,Europe,Ukraine,Varva,Chernihiv,25,25,8,8,2015,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8439152,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Var_1_2016-08-26,UA_Var_16_60,UA_Che_Var,50.48469444,32.71425,Europe,Ukraine,Varva,Chernihiv,26,26,8,8,2016,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozerestka,SRR8494469,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Che_Var_1_2018-09-03,NA,UA_Che_Var,50.48469444,32.71425,Europe,Ukraine,Varva,Chernihiv,3,3,9,9,2018,246,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Oleksandra Protsenko,NA,NA,DrosEu-230,FALSE,5.8,Fail,DIN,Pass,NA
UA_Che_Var_1_2019-09-14,NA,UA_Che_Var,50.492583,32.714147,Europe,Ukraine,Varva,Chernihiv,14,14,9,9,2019,257,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,38,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Oleksandra Protsenko,NA,NA,DrosEu-178,FALSE,5.9,Fail,DIN,Pass,NA
UA_Che_Var_1_2020-10-11,NA,UA_Che_Var,50.492583,32.714147,Europe,Ukraine,Varva,Chernihiv,11,11,10,10,2020,285,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Oleksandra Protsenko,NA,NA,DrosEu-123,FALSE,6.2,Hold,DIN,Pass,NA
UA_Che_Var_1_2021-09-26,NA,UA_Che_Var,50.492583,32.714147,Europe,Ukraine,Varva,Chernihiv,26,26,9,9,2021,269,TRUE,NA,BR-1,TR-1,NA,NA,NA,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Oleksandra Protsenko,NA,NA,DrosEu-64,FALSE,5.7,Fail,DIN,Pass,NA
UA_Don_Mar_1_2021-08-23,NA,UA_Don_Mar,47.124453,37.690053,Europe,Ukraine,Mariupol,Donets'k,23,23,8,8,2021,235,TRUE,NA,BR-1,TR-1,NA,Mariupol-1,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Nadiia Pirko,NA,NA,DrosEu-68,FALSE,6.2,Hold,DIN,Pass,NA
UA_Don_Mar_2_2021-08-23,NA,UA_Don_Mar,47.10500532,37.66617511,Europe,Ukraine,Mariupol,Donets'k,23,23,8,8,2021,235,TRUE,NA,BR-2,TR-1,NA,Mariupol-2,Apples,2,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Nadiia Pirko,NA,NA,DrosEu-67,FALSE,5.8,Fail,DIN,Pass,NA
UA_Don_Roz_1_2021-08-12,NA,UA_Don_Roz,48.690794,37.005189,Europe,Ukraine,Rozdollia,Donets'k,12,12,8,8,2021,224,TRUE,NA,BR-1,TR-1,NA,NA,Apples; plums,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Pavlo Kovalenko,NA,NA,DrosEu-85,FALSE,5.7,Fail,DIN,Pass,NA
UA_Kha_Kha_1_2014-07-26,UA_Kha_14_45,UA_Kha_Kha,49.81852778,36.05475,Europe,Ukraine,Kharkiv,Kharkiv,26,26,7,7,2014,207,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Svitlana_Serga,SRR5647747,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Kha_Kha_1_2014-09-14,UA_Kha_14_46,UA_Kha_Kha,49.81852778,36.05475,Europe,Ukraine,Kharkiv,Kharkiv,14,14,9,9,2014,257,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Svitlana_Serga,SRR5647730,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Kha_Kha_1_2015-08-20,UA_Kha_15_19,UA_Kha_Kha,49.81852778,36.05475,Europe,Ukraine,Kharkiv,Kharkiv,20,20,8,8,2015,232,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Svitlana_Serga,SRR8439146,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
UA_Kha_Kha_1_2016-08-18,UA_Kha_16_58,UA_Kha_Kha,49.81852778,36.05475,Europe,Ukraine,Kharkiv,Kharkiv,18,18,8,8,2016,231,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Svitlana_Serga,SRR8494446,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
