sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads,SimCont.Norm,pcrdup,pNpS,private,Cov,Miss,Recommendation,collapsedSamples,N,cluster1.0,cluster2.0_k4,cluster2.0_k5,cluster2.0_k8,fruit_type_curated
RU_Nov_Val_1_2017-08-25,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,20,30,8,8,2017,237,FALSE,NA,BR-1,TR-1,NA,NA,Boiled apples plus microvaves banans,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Elena Pasyukova,NA,NA,DrosEu-201,FALSE,6,Hold,DIN,Pass,NA,0.00782261152126715,0.293122,0.351657876022283,4.00026049854739,41.9737414879399,0.00865459885669803,Pass,NA,NA,3,2,1,8,Apple_Banana
RU_Nov_Val_1_2017-10-01,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,1,1,10,10,2017,274,TRUE,NA,BR-1,TR-1,NA,NA,Boiled apples plus microvaves banans,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Elena Pasyukova,NA,NA,DrosEu-202,FALSE,5.8,Fail,DIN,Fail,76174768,0.00794855477386223,0.43875,0.352409878035206,4.06216817335178,29.8931029103495,0.00447604807129064,Pass,NA,NA,3,2,1,8,Apple_Banana
RU_Nov_Val_1_2018-08-28,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,26,30,8,8,2018,240,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Dmitry Mukha,NA,NA,DrosEu-155,FALSE,6.8,Hold,DIN,Pass,NA,0.00763743062926101,0.312578,0.364711465597085,3.9895388033205,40.1550049036142,0.00435569027863314,Pass,NA,NA,3,2,1,8,Apple
RU_Tul_Tul_1_2015-09-20,RU_tul_15_37,RU_Tul_Tul,53.99778,38.13167,Europe,Russia,Tula,Tula,20,20,9,9,2015,263,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439159,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00835058682374195,0.133657,0.357992160456952,3.9022749204745,79.8182478974908,0.0151810972262867,Pass,NA,NA,3,2,1,8,NA
RU_Vla_Ale_1_2015-09-15,RU_Ale_15_55,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,15,15,9,9,2015,258,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439141,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00812897044885474,0.290769,0.327161619846771,3.65934563574618,58.8324065299761,0.0172101937226617,Pass,NA,NA,3,2,1,8,NA
RU_Vla_Ale_1_2016-10-15,RU_Ale_16_22,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,15,15,10,10,2016,289,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Elena_Pasyukova,SRR8494476,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00833218321116788,0.176669,0.363402517863219,4.35939907218089,60.9047111028572,0.038325221315171,Pass,NA,NA,3,2,1,8,NA
RU_Vla_Ale_1_2017-08-15,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,10,20,8,8,2017,227,FALSE,NA,BR-1,TR-1,NA,NA,Lab food + a piece of banana,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortcev,NA,NA,DrosEu-156,FALSE,7.1,Pass,NA,Pass,65683528,0.00782853850190924,0.315622,0.357128522921567,4.06457029224403,30.8523139019581,0.00563109462985854,Pass,NA,NA,3,2,1,8,Banana
RU_Vla_Ale_1_2018-09-09,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,5,12,9,9,2018,252,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortsev,NA,NA,DrosEu-203,FALSE,6.5,Hold,DIN,Pass,NA,0.007689508094897,0.302922,0.339285546988448,3.93555764509301,48.440604035393,0.00921465084349944,Pass,NA,NA,3,2,1,8,Apple
RU_Vla_Ale_1_2018-10-13,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,10,15,10,10,2018,286,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortsev,NA,NA,DrosEu-157,FALSE,7.1,Pass,NA,Pass,63755746,0.00821337772026069,0.457592,0.390634661869695,4.23797078541634,57.9568055673279,0.00373157688606242,Pass,NA,NA,3,2,1,8,Apple
RW_Wes_Gik_1_2008-12-16,RG,RW_Wes_Gik,-2.49,28.92,Africa,Rwanda,Gikongoro,Western,1,31,12,12,2008,351,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,27,NA,haploid_embryo,NA,NA,dgn,J._Pool,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,NA,NA,1,1,4,1,NA
SE_Ska_Lun_1_2014-07-31,SE_Lun_14_30,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,31,31,7,7,2014,212,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Jessica_Abbott,SRR5647735,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00761829396645526,0.061262,0.347437506822399,4.0135113334659,53.5414046333824,0.0531874674536513,Pass,NA,NA,2,3,2,7,NA
SE_Ska_Lun_1_2015-08-08,SE_Lun_15_15,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,8,8,8,8,2015,220,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jessica_Abbott,SRR8439151,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00782105945175447,0.176952,0.373102448699367,3.94914595241994,75.6784101806125,0.0146341487088472,Pass,NA,NA,2,3,2,7,NA
SE_Ska_Lun_1_2015-08-24,SE_Lun_15_14,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,24,24,8,8,2015,236,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jessica_Abbott,SRR8439156,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00803035596419339,0.293162,0.376347211825667,4.0851478121269,70.7647162432118,0.0163375997258948,Pass,NA,NA,2,3,2,7,NA
SIM_SIM_w501_1_NA-MM-DD,SIM,NA_NA_w50,NA,NA,NA,w501,w501,NA,NA,NA,NA,NA,NA,NA,NA,NA,BR-1,TR-1,NA,NA,NA,1,1,NA,inbred_line,NA,NA,dgn,NA,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pass,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2014-08-31,TR_Yes_14_03,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,31,31,8,8,2014,243,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Banu_Sebnem_Onder,SRR5647749,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.065444963823048,0.039845,1.35085732165207,5.76992280585427,31.7079956054688,0.0458344798869025,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2014-10-23,TR_Yes_14_04,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,23,23,10,10,2014,296,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Banu_Sebnem_Onder,SRR5647748,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00989143811998311,0.053858,1.22581204151183,5.62805669545826,36.5123420386266,0.0305946597053272,Abnormal PNPS,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-05-01,TR_Yes_15_3,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,5,5,2015,121,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439113,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00806644115269169,0.277398,0.368361745160358,4.09624938318961,67.9188608379249,0.0232737028414631,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2015-06-01,TR_Yes_15_4,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,6,6,2015,152,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439111,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00882479577570072,0.625455,0.342410485112936,3.77195474896395,32.2241028329776,0.0142041607883047,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2015-07-28,TR_Yes_15_5,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2015,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439110,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00828678309236518,0.216914,0.393697860446497,4.09516935143176,80.0031117436447,0.0141643650665389,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2015-08-27,TR_Yes_15_6,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2015,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439109,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00819007648350931,0.215564,0.378959960694119,4.13827111196445,77.6802948992103,0.0179818424739738,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2015-09-17,TR_Yes_15_7,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,17,17,9,9,2015,260,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439108,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0647043692013644,0.841194,0.239446357921153,4.86404212216112,9.75596282449152,0.106277872171289,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2015-10-15,TR_Yes_15_8,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,15,15,10,10,2015,288,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439107,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00800366614708785,0.118584,0.385552409922093,4.15854341044067,81.9185333363508,0.0135582082801308,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-05-26,TR_Yes_16_39,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,5,5,2016,147,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494467,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00880267612381988,0.205158,0.360410747903474,4.3472909758561,54.1036848801856,0.037651605927233,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-06-25,TR_Yes_16_40,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2016,177,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494465,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00855358017732568,0.173536,0.364696865287524,4.32990612340021,53.3205946970594,0.0371041720961135,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-07-27,TR_Yes_16_41,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,7,7,2016,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494464,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0451169823339811,0.168793,0.37920287918006,4.44611758136797,68.1574344008575,0.0406236669039851,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-08-24,TR_Yes_16_42,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,24,24,8,8,2016,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494463,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00854804902364526,0.164769,0.3596185452232,4.29800111140752,56.3820576338406,0.0415967208325265,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-09-27,TR_Yes_16_43,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2016,271,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494468,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.00849113963120034,0.186352,0.371228700702756,4.37278316770235,68.0282572100759,0.0428449476176679,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2016-10-13,TR_Yes_16_52,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2016,287,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494423,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA,0.0103635287714809,0.167977,0.354455571316664,4.30085624311839,46.0982178981121,0.0355827137090923,Pass,NA,NA,2,3,2,7,NA
TR_Ank_Yes_1_2017-06-07,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,7,7,6,6,2017,158,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-19,FALSE,6.6,Hold,DIN,Pass,NA,0.00777444367775261,0.187316,0.352431898084297,3.70199947488964,34.8879333006204,0.0030531083613238,Pass,NA,NA,2,3,2,7,Banana_Yeast
TR_Ank_Yes_1_2017-06-30,NA,TR_Ank_Yes,40.231445,32.260329,Asia,Turkey,Yesiloz,Ankara,30,30,6,6,2017,181,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-20,FALSE,8.5,Pass,NA,Pass,NA,0.00846241082260937,0.15996,0.363842584908196,3.85418454383361,39.2143555648195,0.00347436063562503,Pass,NA,NA,2,3,2,7,Banana_Yeast
TR_Ank_Yes_1_2017-07-29,NA,TR_Ank_Yes,40.231446,32.26033,Asia,Turkey,Yesiloz,Ankara,29,29,7,7,2017,210,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,37,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-21,FALSE,6.1,Hold,DIN,Pass,NA,0.0334062931755708,0.202163,0.3527676238208,3.77959649125782,37.3743475338498,0.00431152673374672,Pass,NA,NA,2,3,2,7,Banana_Yeast
TR_Ank_Yes_1_2017-08-30,NA,TR_Ank_Yes,40.231447,32.260331,Asia,Turkey,Yesiloz,Ankara,30,30,8,8,2017,242,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-22,FALSE,6.1,Hold,DIN,Pass,NA,0.245824176434921,0.201219,0.35567014206543,3.85811593219007,35.225534428629,0.00263573859646313,High Contamination,NA,NA,NA,NA,NA,NA,Banana_Yeast
TR_Ank_Yes_1_2017-09-26,NA,TR_Ank_Yes,40.231448,32.260332,Asia,Turkey,Yesiloz,Ankara,26,26,9,9,2017,269,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-23,FALSE,5.9,Fail,DIN,Pass,NA,0.357590331997793,0.248697,0.331007938417128,3.86545932266196,25.8159670986917,0.00640031681277035,High Contamination,NA,NA,NA,NA,NA,NA,Banana_Yeast
TR_Ank_Yes_1_2017-10-13,NA,TR_Ank_Yes,40.231449,32.260333,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2017,286,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-24,FALSE,7.5,Pass,NA,Pass,NA,0.0077921480505782,0.217768,0.339301915196953,3.76544501809015,40.8279554112862,0.00457214017994461,Pass,NA,NA,2,3,2,7,Banana_Yeast
TR_Ank_Yes_1_2018-05-19,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,19,19,5,5,2018,139,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-25,FALSE,6.4,Hold,DIN,Pass,NA,0.0848744418315229,0.295758,0.379426599415981,4.34822695570525,64.2175031868207,0.00251538080380564,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2018-06-25,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2018,176,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-26,FALSE,7.4,Pass,NA,Pass,NA,0.0377127482074296,0.20645,0.38077817438571,4.04719696004127,48.7777290580917,0.00275852295752098,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2018-07-28,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2018,209,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-27,FALSE,6.8,Hold,DIN,Pass,NA,0.0315474870887266,0.198794,0.344784749848415,3.46478751964594,40.5741417544406,0.00314386201949699,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2018-08-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2018,239,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-28,FALSE,7.1,Pass,NA,Pass,NA,0.00767800024168621,0.211094,0.37846812501891,4.02820511990544,43.4164504910899,0.00247267319995943,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2018-09-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2018,270,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-29,FALSE,7.5,Pass,NA,Pass,NA,0.00760320999837904,0.180911,0.372723922412172,3.99694924849538,45.0772118891782,0.00314822984261763,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2018-10-12,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,12,12,10,10,2018,285,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-30,FALSE,6.6,Hold,DIN,Pass,NA,0.0548910965579328,0.213053,0.344188649894233,3.58703711774346,41.2161759126472,0.00609165731224548,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2019-06-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,6,6,2019,177,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-31,FALSE,6.6,Hold,DIN,Pass,NA,0.00772410620597507,0.20287,0.361360377632067,3.98434725758586,42.9788072178055,0.00479101664965642,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2019-08-14,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,14,14,8,8,2019,226,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-33,FALSE,5.1,Fail,DIN,Pass,NA,0.00764138014329347,0.262364,0.35601562124874,3.94899945402695,41.6177509154544,0.00480557606005854,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2019-09-17,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,17,17,9,9,2019,260,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-34,FALSE,5.3,Fail,DIN,Pass,NA,0.00772966351502293,0.24466,0.363383496723381,3.96378782734556,39.430666441392,0.00326810232159505,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2019-10-10,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,10,10,10,10,2019,283,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-35,FALSE,6.8,Hold,DIN,Pass,NA,0.0082008231009967,0.220578,0.371603607278661,4.04320503888766,49.647600969128,0.0054636614102342,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-05-21,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,21,21,5,5,2020,142,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-36,FALSE,7.8,Pass,NA,Pass,NA,0.0101122340858077,0.205412,0.356568953867945,3.82458137623348,45.3155077735249,0.00530836103261162,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-06-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,6,6,2020,178,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-37,FALSE,7,Pass,NA,Pass,NA,0.00805785664604436,0.286055,0.349259978856539,3.83847127907193,43.7014534308392,0.014233764922789,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-07-13,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,13,13,7,7,2020,195,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-38,FALSE,7,Pass,NA,Pass,NA,0.00769342521140198,0.18805,0.368003854231751,3.8968567727372,42.1581417832957,0.00308659500524867,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-08-18,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,18,18,8,8,2020,231,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-39,FALSE,7.6,Pass,NA,Pass,NA,0.0103171535188352,0.193334,0.388571255709835,3.98887096606465,47.222517195901,0.00204753841621763,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-09-16,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,16,16,9,9,2020,260,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-40,FALSE,6.5,Hold,DIN,Pass,NA,0.0336163937060653,0.19904,0.359339036294525,3.67237497874608,37.5258704597004,0.00227320927745043,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2020-10-14,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,14,14,10,10,2020,288,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-41,FALSE,4.9,Fail,DIN,Pass,69588304,0.0214620680070285,0.273032,0.347798392771174,3.84806589540399,34.9223263056669,0.00580095441788323,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2021-05-19,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,19,19,5,5,2021,139,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-42,FALSE,6.2,Hold,DIN,Pass,NA,0.0294251746822021,0.242722,0.348848975461675,3.95602428228068,36.4309107921123,0.00516228161491039,Pass,NA,NA,2,3,2,7,Apple
TR_Ank_Yes_1_2021-06-25,NA,TR_Ank_Yes,40.231445,32.260329,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2021,176,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap & aspiration,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-43,FALSE,5.9,Fail,DIN,Pass,NA,0.0078216210809819,0.28324,0.337067523906937,3.83218946106851,31.5088782904683,0.00480606137373861,Pass,NA,NA,2,3,2,7,Apple
